name,city,place,prize
Цюрих 2023,Аликанте,6,421875
Цюрих 2023,Аликанте,6,421875
Цюрих 2023,Аликанте,7,210938
Цюрих 2023,Аликанте,7,210938
Цюрих 2023,Аликанте,7,210938
Цюрих 2023,Аликанте,7,210938
Цюрих 2023,Аликанте,8,105469
Цюрих 2023,Аликанте,8,105469
Цюрих 2023,Аликанте,8,105469
Цюрих 2023,Аликанте,8,105469
Цюрих 2023,Аликанте,9,52734
Цюрих 2023,Аликанте,9,52734
Цюрих 2023,Аликанте,9,52734
Цюрих 2023,Аликанте,9,52734
Цюрих 2023,Аликанте,10,26367
Цюрих 2023,Аликанте,10,26367
Цюрих 2023,Аликанте,10,26367
Цюрих 2023,Аликанте,10,26367
Цюрих 2023,Аликанте,11,13184
Цюрих 2023,Аликанте,11,13184
Цюрих 2023,Аликанте,11,13184
Цюрих 2023,Аликанте,11,13184
Цюрих 2023,Аликанте,12,6592
Цюрих 2023,Аликанте,12,6592
Цюрих 2023,Аликанте,12,6592
Цюрих 2023,Аликанте,12,6592
Цюрих 1970,Подгорица,0,12000000
Цюрих 1970,Подгорица,0,12000000
Цюрих 1970,Подгорица,0,12000000
Цюрих 1970,Подгорица,0,12000000
Цюрих 1970,Подгорица,0,39000000
Цюрих 1970,Подгорица,0,39000000
Цюрих 1970,Подгорица,0,39000000
Цюрих 1970,Подгорица,0,39000000
Цюрих 1970,Подгорица,1,6000000
Цюрих 1970,Подгорица,1,6000000
Цюрих 1970,Подгорица,1,6000000
Цюрих 1970,Подгорица,1,6000000
Цюрих 1970,Подгорица,1,19500000
Цюрих 1970,Подгорица,1,19500000
Цюрих 1970,Подгорица,1,19500000
Цюрих 1970,Подгорица,1,19500000
Цюрих 1970,Подгорица,2,3000000
Цюрих 1970,Подгорица,2,3000000
Цюрих 1970,Подгорица,2,3000000
Цюрих 1970,Подгорица,2,3000000
Цюрих 1970,Подгорица,2,9750000
Цюрих 1970,Подгорица,2,9750000
Цюрих 1970,Подгорица,2,9750000
Цюрих 1970,Подгорица,2,9750000
Цюрих 1970,Подгорица,3,1500000
Цюрих 1970,Подгорица,3,1500000
Цюрих 1970,Подгорица,3,1500000
Цюрих 1970,Подгорица,3,1500000
Цюрих 1970,Подгорица,3,4875000
Цюрих 1970,Подгорица,3,4875000
Цюрих 1970,Подгорица,3,4875000
Цюрих 1970,Подгорица,3,4875000
Цюрих 1970,Подгорица,4,750000
Цюрих 1970,Подгорица,4,750000
Цюрих 1970,Подгорица,4,750000
Цюрих 1970,Подгорица,4,750000
Цюрих 1970,Подгорица,4,2437500
Цюрих 1970,Подгорица,4,2437500
Цюрих 1970,Подгорица,4,2437500
Цюрих 1970,Подгорица,4,2437500
Цюрих 1970,Подгорица,5,375000
Цюрих 1970,Подгорица,5,375000
Цюрих 1970,Подгорица,5,375000
Цюрих 1970,Подгорица,5,375000
Цюрих 1970,Подгорица,5,1218750
Цюрих 1970,Подгорица,5,1218750
Цюрих 1970,Подгорица,5,1218750
Цюрих 1970,Подгорица,5,1218750
Цюрих 1970,Подгорица,6,187500
Цюрих 1970,Подгорица,6,187500
Цюрих 1970,Подгорица,6,187500
Цюрих 1970,Подгорица,6,187500
Цюрих 1970,Подгорица,6,609375
Цюрих 1970,Подгорица,6,609375
Цюрих 1970,Подгорица,6,609375
Цюрих 1970,Подгорица,6,609375
Цюрих 1970,Подгорица,7,93750
Цюрих 1970,Подгорица,7,93750
Цюрих 1970,Подгорица,7,93750
Цюрих 1970,Подгорица,7,93750
Цюрих 1970,Подгорица,8,46875
Цюрих 1970,Подгорица,8,46875
Цюрих 1970,Подгорица,8,46875
Цюрих 1970,Подгорица,8,46875
Вейк-ан-Зее 1977,Таллин,0,46000000
Вейк-ан-Зее 1977,Таллин,0,46000000
Вейк-ан-Зее 1977,Таллин,0,46000000
Вейк-ан-Зее 1977,Таллин,0,46000000
Вейк-ан-Зее 1977,Таллин,1,23000000
Вейк-ан-Зее 1977,Таллин,1,23000000
Вейк-ан-Зее 1977,Таллин,1,23000000
Вейк-ан-Зее 1977,Таллин,1,23000000
Вейк-ан-Зее 1977,Таллин,2,11500000
Вейк-ан-Зее 1977,Таллин,2,11500000
Вейк-ан-Зее 1977,Таллин,2,11500000
Вейк-ан-Зее 1977,Таллин,2,11500000
Вейк-ан-Зее 1977,Таллин,3,5750000
Вейк-ан-Зее 1977,Таллин,3,5750000
Вейк-ан-Зее 1977,Таллин,3,5750000
Вейк-ан-Зее 1977,Таллин,3,5750000
Вейк-ан-Зее 1977,Таллин,4,2875000
Вейк-ан-Зее 1977,Таллин,4,2875000
Вейк-ан-Зее 1977,Таллин,4,2875000
Вейк-ан-Зее 1977,Таллин,4,2875000
Вейк-ан-Зее 1977,Таллин,5,1437500
Вейк-ан-Зее 1977,Таллин,5,1437500
Вейк-ан-Зее 1977,Таллин,5,1437500
Вейк-ан-Зее 1977,Таллин,5,1437500
Вейк-ан-Зее 1977,Таллин,6,718750
Вейк-ан-Зее 1977,Таллин,6,718750
Вейк-ан-Зее 1977,Таллин,6,718750
Вейк-ан-Зее 1977,Таллин,6,718750
Вейк-ан-Зее 1977,Таллин,7,359375
Вейк-ан-Зее 1977,Таллин,7,359375
Вейк-ан-Зее 1977,Таллин,7,359375
Вейк-ан-Зее 1977,Таллин,7,359375
Вейк-ан-Зее 1977,Таллин,8,179688
Вейк-ан-Зее 1977,Таллин,8,179688
Вейк-ан-Зее 1977,Таллин,8,179688
Вейк-ан-Зее 1977,Таллин,8,179688
Вейк-ан-Зее 1977,Таллин,9,89844
Вейк-ан-Зее 1977,Таллин,9,89844
Вейк-ан-Зее 1977,Таллин,9,89844
Вейк-ан-Зее 1977,Таллин,9,89844
Вейк-ан-Зее 1977,Таллин,10,44922
Вейк-ан-Зее 1977,Таллин,10,44922
Вейк-ан-Зее 1977,Таллин,10,44922
Вейк-ан-Зее 1977,Таллин,10,44922
Вейк-ан-Зее 1977,Таллин,11,22461
Вейк-ан-Зее 1977,Таллин,11,22461
Вейк-ан-Зее 1977,Таллин,11,22461
Вейк-ан-Зее 1977,Таллин,11,22461
Вейк-ан-Зее 1977,Таллин,12,11230
Вейк-ан-Зее 1977,Таллин,12,11230
Вейк-ан-Зее 1977,Таллин,12,11230
Вейк-ан-Зее 1977,Таллин,12,11230
Вейк-ан-Зее 1977,Таллин,13,5615
Вейк-ан-Зее 1977,Таллин,13,5615
Вейк-ан-Зее 1977,Таллин,13,5615
Вейк-ан-Зее 1977,Таллин,13,5615
Европа 2016,Сан-Себастьян,0,42000000
Европа 2016,Сан-Себастьян,0,42000000
Европа 2016,Сан-Себастьян,0,42000000
Европа 2016,Сан-Себастьян,0,42000000
Европа 2016,Сан-Себастьян,1,21000000
Европа 2016,Сан-Себастьян,1,21000000
Европа 2016,Сан-Себастьян,1,21000000
Европа 2016,Сан-Себастьян,1,21000000
Европа 2016,Сан-Себастьян,2,10500000
Европа 2016,Сан-Себастьян,2,10500000
Европа 2016,Сан-Себастьян,2,10500000
Европа 2016,Сан-Себастьян,2,10500000
Европа 2016,Сан-Себастьян,3,5250000
Европа 2016,Сан-Себастьян,3,5250000
Европа 2016,Сан-Себастьян,3,5250000
Европа 2016,Сан-Себастьян,3,5250000
Европа 2016,Сан-Себастьян,4,2625000
Европа 2016,Сан-Себастьян,4,2625000
Европа 2016,Сан-Себастьян,4,2625000
Европа 2016,Сан-Себастьян,4,2625000
Европа 2016,Сан-Себастьян,5,1312500
Европа 2016,Сан-Себастьян,5,1312500
Европа 2016,Сан-Себастьян,5,1312500
Европа 2016,Сан-Себастьян,5,1312500
Европа 2016,Сан-Себастьян,6,656250
Европа 2016,Сан-Себастьян,6,656250
Европа 2016,Сан-Себастьян,6,656250
Европа 2016,Сан-Себастьян,6,656250
Европа 2016,Сан-Себастьян,7,328125
Европа 2016,Сан-Себастьян,7,328125
Европа 2016,Сан-Себастьян,7,328125
Европа 2016,Сан-Себастьян,7,328125
Европа 2016,Сан-Себастьян,8,164062
Европа 2016,Сан-Себастьян,8,164062
Европа 2016,Сан-Себастьян,8,164062
Европа 2016,Сан-Себастьян,8,164062
Европа 2016,Сан-Себастьян,9,82031
Европа 2016,Сан-Себастьян,9,82031
Европа 2016,Сан-Себастьян,9,82031
Европа 2016,Сан-Себастьян,9,82031
Европа 2016,Сан-Себастьян,10,41016
Европа 2016,Сан-Себастьян,10,41016
Европа 2016,Сан-Себастьян,10,41016
Европа 2016,Сан-Себастьян,10,41016
Европа 2016,Сан-Себастьян,11,20508
Европа 2016,Сан-Себастьян,11,20508
Европа 2016,Сан-Себастьян,11,20508
Европа 2016,Сан-Себастьян,11,20508
Европа 2016,Сан-Себастьян,12,10254
Европа 2016,Сан-Себастьян,12,10254
Европа 2016,Сан-Себастьян,12,10254
Европа 2016,Сан-Себастьян,12,10254
Пойковский 1972,Ташкент,0,7000000
Пойковский 1972,Ташкент,0,7000000
Пойковский 1972,Ташкент,0,7000000
Пойковский 1972,Ташкент,0,7000000
Пойковский 1972,Ташкент,1,3500000
Пойковский 1972,Ташкент,1,3500000
Пойковский 1972,Ташкент,1,3500000
Пойковский 1972,Ташкент,1,3500000
Пойковский 1972,Ташкент,2,1750000
Пойковский 1972,Ташкент,2,1750000
Пойковский 1972,Ташкент,2,1750000
Пойковский 1972,Ташкент,2,1750000
Пойковский 1972,Ташкент,3,875000
Пойковский 1972,Ташкент,3,875000
Пойковский 1972,Ташкент,3,875000
Пойковский 1972,Ташкент,3,875000
Пойковский 1972,Ташкент,4,437500
Пойковский 1972,Ташкент,4,437500
Пойковский 1972,Ташкент,4,437500
Пойковский 1972,Ташкент,4,437500
Пойковский 1972,Ташкент,5,218750
Пойковский 1972,Ташкент,5,218750
Пойковский 1972,Ташкент,5,218750
Пойковский 1972,Ташкент,5,218750
Пойковский 1972,Ташкент,6,109375
Пойковский 1972,Ташкент,6,109375
Пойковский 1972,Ташкент,6,109375
Пойковский 1972,Ташкент,6,109375
Пойковский 1972,Ташкент,7,54688
Пойковский 1972,Ташкент,7,54688
Пойковский 1972,Ташкент,7,54688
Пойковский 1972,Ташкент,7,54688
Лондон 1998,Сан-Себастьян,0,3000000
Лондон 1998,Сан-Себастьян,0,3000000
Лондон 1998,Сан-Себастьян,0,3000000
Лондон 1998,Сан-Себастьян,0,3000000
Лондон 1998,Сан-Себастьян,1,1500000
Лондон 1998,Сан-Себастьян,1,1500000
Лондон 1998,Сан-Себастьян,1,1500000
Лондон 1998,Сан-Себастьян,1,1500000
Лондон 1998,Сан-Себастьян,2,750000
Лондон 1998,Сан-Себастьян,2,750000
Лондон 1998,Сан-Себастьян,2,750000
Лондон 1998,Сан-Себастьян,2,750000
Лондон 1998,Сан-Себастьян,3,375000
Лондон 1998,Сан-Себастьян,3,375000
Лондон 1998,Сан-Себастьян,3,375000
Лондон 1998,Сан-Себастьян,3,375000
Лондон 1998,Сан-Себастьян,4,187500
Лондон 1998,Сан-Себастьян,4,187500
Лондон 1998,Сан-Себастьян,4,187500
Лондон 1998,Сан-Себастьян,4,187500
Лондон 1998,Сан-Себастьян,5,93750
Лондон 1998,Сан-Себастьян,5,93750
Лондон 1998,Сан-Себастьян,5,93750
Лондон 1998,Сан-Себастьян,5,93750
Лондон 1998,Сан-Себастьян,6,46875
Лондон 1998,Сан-Себастьян,6,46875
Лондон 1998,Сан-Себастьян,6,46875
Лондон 1998,Сан-Себастьян,6,46875
Лондон 1998,Сан-Себастьян,7,23438
Лондон 1998,Сан-Себастьян,7,23438
Лондон 1998,Сан-Себастьян,7,23438
Лондон 1998,Сан-Себастьян,7,23438
Лондон 1998,Сан-Себастьян,8,11719
Лондон 1998,Сан-Себастьян,8,11719
Лондон 1998,Сан-Себастьян,8,11719
Лондон 1998,Сан-Себастьян,8,11719
Лондон 1998,Сан-Себастьян,9,5859
Лондон 1998,Сан-Себастьян,9,5859
Лондон 1998,Сан-Себастьян,9,5859
Лондон 1998,Сан-Себастьян,9,5859
Вейк-ан-Зее 1970,Сьюдад-Реаль,0,48000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,0,48000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,0,48000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,0,48000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,1,24000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,1,24000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,1,24000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,1,24000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,2,12000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,2,12000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,2,12000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,2,12000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,3,6000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,3,6000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,3,6000000
Вейк-ан-Зее 1970,Сьюдад-Реаль,3,6000000
Турнир претендентов 2020,Семана,0,20000000
Турнир претендентов 2020,Семана,0,20000000
Турнир претендентов 2020,Семана,0,20000000
Турнир претендентов 2020,Семана,0,20000000
Турнир претендентов 2020,Семана,1,10000000
Турнир претендентов 2020,Семана,1,10000000
Турнир претендентов 2020,Семана,1,10000000
Турнир претендентов 2020,Семана,1,10000000
Турнир претендентов 2020,Семана,2,5000000
Турнир претендентов 2020,Семана,2,5000000
Турнир претендентов 2020,Семана,2,5000000
Турнир претендентов 2020,Семана,2,5000000
Цюрих 2014,Подгорица,0,34000000
Цюрих 2014,Подгорица,0,34000000
Цюрих 2014,Подгорица,0,34000000
Цюрих 2014,Подгорица,0,34000000
Цюрих 2014,Подгорица,1,17000000
Цюрих 2014,Подгорица,1,17000000
Цюрих 2014,Подгорица,1,17000000
Цюрих 2014,Подгорица,1,17000000
Цюрих 2014,Подгорица,2,8500000
Цюрих 2014,Подгорица,2,8500000
Цюрих 2014,Подгорица,2,8500000
Цюрих 2014,Подгорица,2,8500000
Цюрих 2014,Подгорица,3,4250000
Цюрих 2014,Подгорица,3,4250000
Цюрих 2014,Подгорица,3,4250000
Цюрих 2014,Подгорица,3,4250000
Цюрих 2014,Подгорица,4,2125000
Цюрих 2014,Подгорица,4,2125000
Цюрих 2014,Подгорица,4,2125000
Цюрих 2014,Подгорица,4,2125000
Цюрих 2014,Подгорица,5,1062500
Цюрих 2014,Подгорица,5,1062500
Цюрих 2014,Подгорица,5,1062500
Цюрих 2014,Подгорица,5,1062500
Цюрих 2014,Подгорица,6,531250
Цюрих 2014,Подгорица,6,531250
Цюрих 2014,Подгорица,6,531250
Цюрих 2014,Подгорица,6,531250
Цюрих 2014,Подгорица,7,265625
Цюрих 2014,Подгорица,7,265625
Цюрих 2014,Подгорица,7,265625
Цюрих 2014,Подгорица,7,265625
Цюрих 2014,Подгорица,8,132812
Цюрих 2014,Подгорица,8,132812
Цюрих 2014,Подгорица,8,132812
Цюрих 2014,Подгорица,8,132812
Кубок мира 1959,Гранада,0,1000000
Кубок мира 1959,Гранада,0,1000000
Кубок мира 1959,Гранада,0,1000000
Кубок мира 1959,Гранада,0,1000000
Кубок мира 1959,Гранада,1,500000
Кубок мира 1959,Гранада,1,500000
Кубок мира 1959,Гранада,1,500000
Кубок мира 1959,Гранада,1,500000
Кубок мира 1959,Гранада,2,250000
Кубок мира 1959,Гранада,2,250000
Кубок мира 1959,Гранада,2,250000
Кубок мира 1959,Гранада,2,250000
Кубок мира 1959,Гранада,3,125000
Кубок мира 1959,Гранада,3,125000
Кубок мира 1959,Гранада,3,125000
Кубок мира 1959,Гранада,3,125000
Кубок мира 1959,Гранада,4,62500
Кубок мира 1959,Гранада,4,62500
Кубок мира 1959,Гранада,4,62500
Кубок мира 1959,Гранада,4,62500
Кубок мира 1959,Гранада,5,31250
Кубок мира 1959,Гранада,5,31250
Кубок мира 1959,Гранада,5,31250
Кубок мира 1959,Гранада,5,31250
Пальма 2015,Киев,0,12000000
Пальма 2015,Киев,0,12000000
Пальма 2015,Киев,0,12000000
Пальма 2015,Киев,0,12000000
Пальма 2015,Киев,1,6000000
Пальма 2015,Киев,1,6000000
Пальма 2015,Киев,1,6000000
Пальма 2015,Киев,1,6000000
Пальма 2015,Киев,2,3000000
Пальма 2015,Киев,2,3000000
Пальма 2015,Киев,2,3000000
Пальма 2015,Киев,2,3000000
Турнир претендентов 2021,Ташкент,0,41000000
Турнир претендентов 2021,Ташкент,0,41000000
Турнир претендентов 2021,Ташкент,0,41000000
Турнир претендентов 2021,Ташкент,0,41000000
Турнир претендентов 2021,Ташкент,1,20500000
Турнир претендентов 2021,Ташкент,1,20500000
Турнир претендентов 2021,Ташкент,1,20500000
Турнир претендентов 2021,Ташкент,1,20500000
Турнир претендентов 2021,Ташкент,2,10250000
Турнир претендентов 2021,Ташкент,2,10250000
Турнир претендентов 2021,Ташкент,2,10250000
Турнир претендентов 2021,Ташкент,2,10250000
Турнир претендентов 2021,Ташкент,3,5125000
Турнир претендентов 2021,Ташкент,3,5125000
Турнир претендентов 2021,Ташкент,3,5125000
Турнир претендентов 2021,Ташкент,3,5125000
Турнир претендентов 2021,Ташкент,4,2562500
Турнир претендентов 2021,Ташкент,4,2562500
Турнир претендентов 2021,Ташкент,4,2562500
Турнир претендентов 2021,Ташкент,4,2562500
Турнир претендентов 2021,Ташкент,5,1281250
Турнир претендентов 2021,Ташкент,5,1281250
Турнир претендентов 2021,Ташкент,5,1281250
Турнир претендентов 2021,Ташкент,5,1281250
Турнир претендентов 2021,Ташкент,6,640625
Турнир претендентов 2021,Ташкент,6,640625
Турнир претендентов 2021,Ташкент,6,640625
Турнир претендентов 2021,Ташкент,6,640625
Турнир претендентов 2021,Ташкент,7,320312
Турнир претендентов 2021,Ташкент,7,320312
Турнир претендентов 2021,Ташкент,7,320312
Турнир претендентов 2021,Ташкент,7,320312
Турнир претендентов 2021,Ташкент,8,160156
Турнир претендентов 2021,Ташкент,8,160156
Турнир претендентов 2021,Ташкент,8,160156
Турнир претендентов 2021,Ташкент,8,160156
Турнир претендентов 2021,Ташкент,9,80078
Турнир претендентов 2021,Ташкент,9,80078
Турнир претендентов 2021,Ташкент,9,80078
Турнир претендентов 2021,Ташкент,9,80078
Турнир претендентов 2021,Ташкент,10,40039
Турнир претендентов 2021,Ташкент,10,40039
Турнир претендентов 2021,Ташкент,10,40039
Турнир претендентов 2021,Ташкент,10,40039
Турнир претендентов 2021,Ташкент,11,20020
Турнир претендентов 2021,Ташкент,11,20020
Турнир претендентов 2021,Ташкент,11,20020
Турнир претендентов 2021,Ташкент,11,20020
Турнир претендентов 2021,Ташкент,12,10010
Турнир претендентов 2021,Ташкент,12,10010
Турнир претендентов 2021,Ташкент,12,10010
Турнир претендентов 2021,Ташкент,12,10010
Турнир претендентов 2021,Ташкент,13,5005
Турнир претендентов 2021,Ташкент,13,5005
Турнир претендентов 2021,Ташкент,13,5005
Турнир претендентов 2021,Ташкент,13,5005
Лондон 1986,Алькала-де-Энарес,0,22000000
Лондон 1986,Алькала-де-Энарес,0,22000000
Лондон 1986,Алькала-де-Энарес,0,22000000
Лондон 1986,Алькала-де-Энарес,0,22000000
Лондон 1986,Алькала-де-Энарес,1,11000000
Лондон 1986,Алькала-де-Энарес,1,11000000
Лондон 1986,Алькала-де-Энарес,1,11000000
Лондон 1986,Алькала-де-Энарес,1,11000000
Лондон 1986,Алькала-де-Энарес,2,5500000
Лондон 1986,Алькала-де-Энарес,2,5500000
Лондон 1986,Алькала-де-Энарес,2,5500000
Лондон 1986,Алькала-де-Энарес,2,5500000
Лондон 1986,Алькала-де-Энарес,3,2750000
Лондон 1986,Алькала-де-Энарес,3,2750000
Лондон 1986,Алькала-де-Энарес,3,2750000
Лондон 1986,Алькала-де-Энарес,3,2750000
Лондон 1986,Алькала-де-Энарес,4,1375000
Лондон 1986,Алькала-де-Энарес,4,1375000
Лондон 1986,Алькала-де-Энарес,4,1375000
Лондон 1986,Алькала-де-Энарес,4,1375000
Лондон 1986,Алькала-де-Энарес,5,687500
Лондон 1986,Алькала-де-Энарес,5,687500
Лондон 1986,Алькала-де-Энарес,5,687500
Лондон 1986,Алькала-де-Энарес,5,687500
Лондон 1986,Алькала-де-Энарес,6,343750
Лондон 1986,Алькала-де-Энарес,6,343750
Лондон 1986,Алькала-де-Энарес,6,343750
Лондон 1986,Алькала-де-Энарес,6,343750
Лондон 1986,Алькала-де-Энарес,7,171875
Лондон 1986,Алькала-де-Энарес,7,171875
Лондон 1986,Алькала-де-Энарес,7,171875
Лондон 1986,Алькала-де-Энарес,7,171875
Лондон 1986,Алькала-де-Энарес,8,85938
Лондон 1986,Алькала-де-Энарес,8,85938
Лондон 1986,Алькала-де-Энарес,8,85938
Лондон 1986,Алькала-де-Энарес,8,85938
Пальма 1957,Тарраса,0,23000000
Пальма 1957,Тарраса,0,23000000
Пальма 1957,Тарраса,0,23000000
Пальма 1957,Тарраса,0,23000000
Пальма 1957,Тарраса,1,11500000
Пальма 1957,Тарраса,1,11500000
Пальма 1957,Тарраса,1,11500000
Пальма 1957,Тарраса,1,11500000
Пальма 1957,Тарраса,2,5750000
Пальма 1957,Тарраса,2,5750000
Пальма 1957,Тарраса,2,5750000
Пальма 1957,Тарраса,2,5750000
Пальма 1957,Тарраса,3,2875000
Пальма 1957,Тарраса,3,2875000
Пальма 1957,Тарраса,3,2875000
Пальма 1957,Тарраса,3,2875000
Пальма 1957,Тарраса,4,1437500
Пальма 1957,Тарраса,4,1437500
Пальма 1957,Тарраса,4,1437500
Пальма 1957,Тарраса,4,1437500
Пальма 1957,Тарраса,5,718750
Пальма 1957,Тарраса,5,718750
Пальма 1957,Тарраса,5,718750
Пальма 1957,Тарраса,5,718750
Пойковский 1988,Вроцлав,0,48000000
Пойковский 1988,Вроцлав,0,48000000
Пойковский 1988,Вроцлав,0,48000000
Пойковский 1988,Вроцлав,0,48000000
Пойковский 1988,Вроцлав,1,24000000
Пойковский 1988,Вроцлав,1,24000000
Пойковский 1988,Вроцлав,1,24000000
Пойковский 1988,Вроцлав,1,24000000
Пойковский 1988,Вроцлав,2,12000000
Пойковский 1988,Вроцлав,2,12000000
Пойковский 1988,Вроцлав,2,12000000
Пойковский 1988,Вроцлав,2,12000000
Пойковский 1988,Вроцлав,3,6000000
Пойковский 1988,Вроцлав,3,6000000
Пойковский 1988,Вроцлав,3,6000000
Пойковский 1988,Вроцлав,3,6000000
Пойковский 1988,Вроцлав,4,3000000
Пойковский 1988,Вроцлав,4,3000000
Пойковский 1988,Вроцлав,4,3000000
Пойковский 1988,Вроцлав,4,3000000
Пойковский 1988,Вроцлав,5,1500000
Пойковский 1988,Вроцлав,5,1500000
Пойковский 1988,Вроцлав,5,1500000
Пойковский 1988,Вроцлав,5,1500000
Пойковский 1988,Вроцлав,6,750000
Пойковский 1988,Вроцлав,6,750000
Пойковский 1988,Вроцлав,6,750000
Пойковский 1988,Вроцлав,6,750000
Пойковский 1988,Вроцлав,7,375000
Пойковский 1988,Вроцлав,7,375000
Пойковский 1988,Вроцлав,7,375000
Пойковский 1988,Вроцлав,7,375000
Пойковский 1988,Вроцлав,8,187500
Пойковский 1988,Вроцлав,8,187500
Пойковский 1988,Вроцлав,8,187500
Пойковский 1988,Вроцлав,8,187500
Пойковский 1988,Вроцлав,9,93750
Пойковский 1988,Вроцлав,9,93750
Пойковский 1988,Вроцлав,9,93750
Пойковский 1988,Вроцлав,9,93750
Пойковский 1988,Вроцлав,10,46875
Пойковский 1988,Вроцлав,10,46875
Пойковский 1988,Вроцлав,10,46875
Пойковский 1988,Вроцлав,10,46875
Пойковский 1988,Вроцлав,11,23438
Пойковский 1988,Вроцлав,11,23438
Пойковский 1988,Вроцлав,11,23438
Пойковский 1988,Вроцлав,11,23438
Пойковский 1988,Вроцлав,12,11719
Пойковский 1988,Вроцлав,12,11719
Пойковский 1988,Вроцлав,12,11719
Пойковский 1988,Вроцлав,12,11719
Пойковский 1988,Вроцлав,13,5859
Пойковский 1988,Вроцлав,13,5859
Пойковский 1988,Вроцлав,13,5859
Пойковский 1988,Вроцлав,13,5859
Пойковский 1988,Вроцлав,14,2930
Пойковский 1988,Вроцлав,14,2930
Пойковский 1988,Вроцлав,14,2930
Пойковский 1988,Вроцлав,14,2930
Вена 2000,Скопье,0,31000000
Вена 2000,Скопье,0,31000000
Вена 2000,Скопье,0,31000000
Вена 2000,Скопье,0,31000000
Вена 2000,Скопье,1,15500000
Вена 2000,Скопье,1,15500000
Вена 2000,Скопье,1,15500000
Вена 2000,Скопье,1,15500000
Вена 2000,Скопье,2,7750000
Вена 2000,Скопье,2,7750000
Вена 2000,Скопье,2,7750000
Вена 2000,Скопье,2,7750000
Вена 2000,Скопье,3,3875000
Вена 2000,Скопье,3,3875000
Вена 2000,Скопье,3,3875000
Вена 2000,Скопье,3,3875000
Вена 2000,Скопье,4,1937500
Вена 2000,Скопье,4,1937500
Вена 2000,Скопье,4,1937500
Вена 2000,Скопье,4,1937500
Вена 2000,Скопье,5,968750
Вена 2000,Скопье,5,968750
Вена 2000,Скопье,5,968750
Вена 2000,Скопье,5,968750
Цюрих 1987,Льейда,0,30000000
Цюрих 1987,Льейда,0,30000000
Цюрих 1987,Льейда,0,30000000
Цюрих 1987,Льейда,0,30000000
Цюрих 1987,Льейда,1,15000000
Цюрих 1987,Льейда,1,15000000
Цюрих 1987,Льейда,1,15000000
Цюрих 1987,Льейда,1,15000000
Цюрих 1987,Льейда,2,7500000
Цюрих 1987,Льейда,2,7500000
Цюрих 1987,Льейда,2,7500000
Цюрих 1987,Льейда,2,7500000
Цюрих 1987,Льейда,3,3750000
Цюрих 1987,Льейда,3,3750000
Цюрих 1987,Льейда,3,3750000
Цюрих 1987,Льейда,3,3750000
Цюрих 1987,Льейда,4,1875000
Цюрих 1987,Льейда,4,1875000
Цюрих 1987,Льейда,4,1875000
Цюрих 1987,Льейда,4,1875000
Цюрих 1987,Льейда,5,937500
Цюрих 1987,Льейда,5,937500
Цюрих 1987,Льейда,5,937500
Цюрих 1987,Льейда,5,937500
Цюрих 1987,Льейда,6,468750
Цюрих 1987,Льейда,6,468750
Цюрих 1987,Льейда,6,468750
Цюрих 1987,Льейда,6,468750
Цюрих 1987,Льейда,7,234375
Цюрих 1987,Льейда,7,234375
Цюрих 1987,Льейда,7,234375
Цюрих 1987,Льейда,7,234375
Цюрих 1987,Льейда,8,117188
Цюрих 1987,Льейда,8,117188
Цюрих 1987,Льейда,8,117188
Цюрих 1987,Льейда,8,117188
Цюрих 1987,Льейда,9,58594
Цюрих 1987,Льейда,9,58594
Цюрих 1987,Льейда,9,58594
Цюрих 1987,Льейда,9,58594
Политика 1987,Алькала-де-Энарес,0,12000000
Политика 1987,Алькала-де-Энарес,0,12000000
Политика 1987,Алькала-де-Энарес,0,12000000
Политика 1987,Алькала-де-Энарес,0,12000000
Политика 1987,Алькала-де-Энарес,1,6000000
Политика 1987,Алькала-де-Энарес,1,6000000
Политика 1987,Алькала-де-Энарес,1,6000000
Политика 1987,Алькала-де-Энарес,1,6000000
Политика 1987,Алькала-де-Энарес,2,3000000
Политика 1987,Алькала-де-Энарес,2,3000000
Политика 1987,Алькала-де-Энарес,2,3000000
Политика 1987,Алькала-де-Энарес,2,3000000
Политика 1987,Алькала-де-Энарес,3,1500000
Политика 1987,Алькала-де-Энарес,3,1500000
Политика 1987,Алькала-де-Энарес,3,1500000
Политика 1987,Алькала-де-Энарес,3,1500000
Политика 1987,Алькала-де-Энарес,4,750000
Политика 1987,Алькала-де-Энарес,4,750000
Политика 1987,Алькала-де-Энарес,4,750000
Политика 1987,Алькала-де-Энарес,4,750000
Гран-при ФИДЕ 2017,Скопье,0,14000000
